type,id,title,publishedTime,duration,thumbnails,descriptionSnippet,link,shelfTitle,viewCount.text,viewCount.short,channel.name,channel.id,channel.thumbnails,channel.link,accessibility.title,accessibility.duration
video,lBapfEeL8kI,8 Best Solar Powered Security Cameras for 2021,11 months ago,9:41,"[{'url': 'https://i.ytimg.com/vi/lBapfEeL8kI/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLAQ-HrT7bRpwyOMF-3SZOyMDm-8wg', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/lBapfEeL8kI/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAFb2W1ulyrfpXqA4wa48sTSYdp5w', 'width': 720, 'height': 404}]",[{'text': '✉ For Business Inquiries Contact Me At BestReviews4K@Gmail.com ☆For More Reviews Visit our Website:\xa0...'}],https://www.youtube.com/watch?v=lBapfEeL8kI,,"46,635",46K,BEST REVIEWS,UC_nPskT9hNIUUYE7_pZK5pw,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwngZkBUYyTdlLlqW4_bCUL9QuHHKUSNQBxLu9EO-EA=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UC_nPskT9hNIUUYE7_pZK5pw,"8 Best Solar Powered Security Cameras for 2021 by BEST REVIEWS 11 months ago 9 minutes, 41 seconds 46,635 views","9 minutes, 41 seconds"
video,X9sVqKFkjiY,Why does everyone hate Surveillance Camera Man? - Verge Update,6 years ago,5:28,"[{'url': 'https://i.ytimg.com/vi/X9sVqKFkjiY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLAcCvD2Ce_x8XwMQAsANApMHXqdIg', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/X9sVqKFkjiY/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBus74B28I32AuPqVw3JcHMsqCVsw', 'width': 720, 'height': 404}]","[{'text': 'A man walks up to you and trains his '}, {'text': 'camera', 'bold': True}, {'text': ' on your face, saying nothing. You ask why he\'s filming and he says, ""why not?'}]",https://www.youtube.com/watch?v=X9sVqKFkjiY,,"243,336",243K,The Verge,UCddiUEpeqJcYeBxX1IVBKvQ,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwngpY9Bhe1frEJLe0D5MH5oqD0B22lgQV_NDUg7EvTs=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCddiUEpeqJcYeBxX1IVBKvQ,"Why does everyone hate Surveillance Camera Man? - Verge Update by The Verge 6 years ago 5 minutes, 28 seconds 243,336 views","5 minutes, 28 seconds"
video,PRtcIVmkVLs,Lorex 4K Security Camera System - How to Protect Your Home!,1 year ago,8:17,"[{'url': 'https://i.ytimg.com/vi/PRtcIVmkVLs/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBYnT-isms7Ny0IN0JJxGt9btsujg', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/PRtcIVmkVLs/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBdMD00Eac8zeae7ZvK8lmUERR4kQ', 'width': 720, 'height': 404}]","[{'text': 'Lorex 4K '}, {'text': 'Security Camera', 'bold': True}, {'text': ' System with NVR! Get the Lorex 4K IP Security System: http://lorextechnology.com (Sponsor) Join the\xa0...'}]",https://www.youtube.com/watch?v=PRtcIVmkVLs,,"96,106",96K,Andru Edwards,UC55Jb99LT3IINRY_g5V6rtA,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwni2fuxtCcMnSfqFYWIiV7PmqGihXB_pfkNPVJGn3Po=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UC55Jb99LT3IINRY_g5V6rtA,"Lorex 4K Security Camera System - How to Protect Your Home! by Andru Edwards 1 year ago 8 minutes, 17 seconds 96,106 views","8 minutes, 17 seconds"
video,m7DM1_YbhiQ,Xiaomi Mi Home Security Camera 1080p Magnetic Mount QDJ4065GL,1 month ago,15:00,"[{'url': 'https://i.ytimg.com/vi/m7DM1_YbhiQ/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDvAbVUIrb9frzHNSS-zBQnCwzeXA', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/m7DM1_YbhiQ/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLA4CtEa60sIDZ2gu9Df8JyjJgXZ_w', 'width': 720, 'height': 404}]",[{'text': 'Follow TechGuru Andrew on social networks Facebook ▻ http://bit.ly/2J2CKOC Twitter ▻http://bit.ly/2J14B1D Instagram\xa0...'}],https://www.youtube.com/watch?v=m7DM1_YbhiQ,,704,704,TechGuru Andrew,UCJFEjMDbYucn0gm3YbJvc6w,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwnixFbRvFNKVDCVFrg3MH74CMl6isF8SGUKtx0uKFQ=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCJFEjMDbYucn0gm3YbJvc6w,Xiaomi Mi Home Security Camera 1080p Magnetic Mount QDJ4065GL by TechGuru Andrew 1 month ago 15 minutes 704 views,15 minutes
video,xrE8i1eTolQ,"360 AC1C Indoor Security Camera, 1080P, Face Recognition Without Cloud Charge",2 weeks ago,4:01,"[{'url': 'https://i.ytimg.com/vi/xrE8i1eTolQ/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBoar8J9x8xWCkKswsHESpsqLq_Iw', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/xrE8i1eTolQ/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLC8i2uzU6Oh34skSdmq3SpivP3QTQ', 'width': 720, 'height': 404}]","[{'text': 'Advanced AI Algorithms: 360 AC1C has AI processing power, so it can do things like tell a person from a thing. And even\xa0...'}]",https://www.youtube.com/watch?v=xrE8i1eTolQ,,"7,059",7K,"911Studios - Shopping, Gadgets & Tech",UC_74cZqwx2-NppYqrq824UQ,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwnhPFfpDAy_kcHQgOJUYfcC0cA7PgABc1jq5eCMZ_A=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UC_74cZqwx2-NppYqrq824UQ,"360 AC1C Indoor Security Camera, 1080P, Face Recognition Without Cloud Charge by 911Studios - Shopping, Gadgets & Tech 2 weeks ago 4 minutes, 1 second 7,059 views","4 minutes, 1 second"
video,KTzPrh7SOhI,Security Camera Guide 2017 - A Complete Guide to Wireless/Wired Cameras,4 years ago,9:17,"[{'url': 'https://i.ytimg.com/vi/KTzPrh7SOhI/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLAc5Yrc2fZOfLBWfvoX677WbAvFKw', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/KTzPrh7SOhI/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBh85_GVb_i0guBTvj-VFvjxbThCw', 'width': 720, 'height': 404}]","[{'text': 'This is a complete guide for buying '}, {'text': 'security cameras', 'bold': True}, {'text': '. This video includes a comparison between wired and wireless cameras.'}]",https://www.youtube.com/watch?v=KTzPrh7SOhI,,"478,513",478K,Chris Majestic,UCUnPu9bBZGPjiPUN6IoA2LQ,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwngyFJs7wJV7XxYHLP12SblpztQTZSgbp0GE8eyBdWA=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCUnPu9bBZGPjiPUN6IoA2LQ,"Security Camera Guide 2017 - A Complete Guide to Wireless/Wired Cameras by Chris Majestic 4 years ago 9 minutes, 17 seconds 478,513 views","9 minutes, 17 seconds"
video,dEDYLnW0ii8,Blink XT2 Smart Wireless Security Cameras | Setup & Features Tour,1 year ago,6:43,"[{'url': 'https://i.ytimg.com/vi/dEDYLnW0ii8/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBTXfUciIR0vAvtMnhF5lvlJ6vZ2w', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/dEDYLnW0ii8/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLA_crgUBRcWk0aHqUWqVHhKnMLE0A', 'width': 720, 'height': 404}]","[{'text': ""Unboxing, setup and full features review of Amazon's Blink XT2 smart home ""}, {'text': 'security cameras', 'bold': True}, {'text': "", a wireless system that's easy to set\xa0...""}]",https://www.youtube.com/watch?v=dEDYLnW0ii8,,"516,762",516K,Tech Spurt,UCVLN0tY51ewH44wUtx3YZTA,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwnglhzm8LrNM58elCTlQA-W1vozROZ640RM7cjA=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCVLN0tY51ewH44wUtx3YZTA,"Blink XT2 Smart Wireless Security Cameras | Setup & Features Tour by Tech Spurt 1 year ago 6 minutes, 43 seconds 516,762 views","6 minutes, 43 seconds"
video,UBroO_6L7YA,Wired vs Wireless Security Cameras CCTV Buyers Guide,8 months ago,15:08,"[{'url': 'https://i.ytimg.com/vi/UBroO_6L7YA/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBg_DP66ilswKCp3u3eAcEKMm4wZQ', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/UBroO_6L7YA/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBTD89MFFpXuSWlEb_swFO_UlY8hg', 'width': 720, 'height': 404}]","[{'text': 'Wired vs Wireless '}, {'text': 'Security Cameras', 'bold': True}, {'text': ' CCTV Buyers Guide CCTV Buyers Guide Wired vs WiFi BEST CCTV System Review and\xa0...'}]",https://www.youtube.com/watch?v=UBroO_6L7YA,,"13,125",13K,Geek Street,UCj2xtCfUX4tY0AouuOvEhNA,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwnhm-6IQ9XZ2HSMbytyQ3diB7J76v4102q9wx7omjA=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCj2xtCfUX4tY0AouuOvEhNA,"Wired vs Wireless Security Cameras CCTV Buyers Guide by Geek Street 8 months ago 15 minutes 13,125 views","15 minutes, 8 seconds"
video,mIAItpDnLM8,V380 Pro Apk Home Security Camera Settings,1 year ago,13:01,"[{'url': 'https://i.ytimg.com/vi/mIAItpDnLM8/hqdefault.jpg?sqp=-oaymwEjCOADEI4CSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDTogjnRjwWQQjvvVcToW7GTkX4UQ', 'width': 480, 'height': 270}]","[{'text': 'http://s.click.aliexpress.com/e/eNYoslxi https://amzn.to/33vrfdi Wsdcam Home '}, {'text': 'Security', 'bold': True}, {'text': ' MINI WIFI 1080P IP '}, {'text': 'Camera', 'bold': True}, {'text': ' Wireless Small\xa0...'}]",https://www.youtube.com/watch?v=mIAItpDnLM8,,"399,303",399K,Veslinov Predrag,UCCcsVxb3uwbl_3A1nhE8Efg,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwnjkUfphCgBuQtKSQppr-wy8ggMxZwUTY5QwBI-l=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCCcsVxb3uwbl_3A1nhE8Efg,"V380 Pro Apk Home Security Camera Settings by Veslinov Predrag 1 year ago 13 minutes, 1 second 399,303 views","13 minutes, 1 second"
video,rtcdwtBZqoY,Best Security Cameras in 2021 - How to Find a Good Security Camera?,1 month ago,10:07,"[{'url': 'https://i.ytimg.com/vi/rtcdwtBZqoY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBrRotiRANeoiwbgbaGkfJOY1kJng', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/rtcdwtBZqoY/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAS08jwoTOd5uB9dLn9zBZTdmpnqw', 'width': 720, 'height': 404}]",[{'text': '▭▭▭▭▭▭▭▭▭▭▭▭▭ INFOS ▭▭▭▭▭▭▭▭▭▭▭▭▭ Links to the rest of my gear: https://kit.co/Hypetech My portable\xa0...'}],https://www.youtube.com/watch?v=rtcdwtBZqoY,,725,725,Hype Tech,UCo4MnxuIXdEtUPAldHqTOSA,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwniIGv1HdmQr_tImIrb-R0Qqae2MmffBMc9JMr20=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCo4MnxuIXdEtUPAldHqTOSA,"Best Security Cameras in 2021 - How to Find a Good Security Camera? by Hype Tech 1 month ago 10 minutes, 7 seconds 725 views","10 minutes, 7 seconds"
video,m3UnOSgSmMQ,THIEF CAUGHT on Security Camera!!,1 month ago,19:55,"[{'url': 'https://i.ytimg.com/vi/m3UnOSgSmMQ/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCGi3l1N2JJjkUZoIBpsZGEsZd4Fw', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/m3UnOSgSmMQ/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAJotOOqQuCBPO4UveyD0UY3Mqglg', 'width': 720, 'height': 404}]","[{'text': ""We Played a New Game today! We have 1 guard and 4 Thief's trying to break into a safe with $50000 Inside! Who do YOU Think\xa0...""}]",https://www.youtube.com/watch?v=m3UnOSgSmMQ,,"36,850",36K,Branson Tannerites,UCSDyCquKwsLOyi9l4yNFKwQ,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwngMBXV2pgd5eD0xZVq-ON3Mbh4j9PXZPKJAH3nKDw=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCSDyCquKwsLOyi9l4yNFKwQ,"THIEF CAUGHT on Security Camera!! by Branson Tannerites 1 month ago 19 minutes 36,850 views","19 minutes, 55 seconds"
video,cgDOp_1EuEg,How To Install Security Cameras,3 years ago,4:25,"[{'url': 'https://i.ytimg.com/vi/cgDOp_1EuEg/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLDpT_o53UwjmRF6aNEYNxluDmF9uA', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/cgDOp_1EuEg/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDAuECxddUPP_Ezs4wT5Dalx8oz1Q', 'width': 720, 'height': 404}]","[{'text': 'Lorex '}, {'text': 'security', 'bold': True}, {'text': ' systems are designed to be DIY friendly, and many of our customers get them up and running quickly. This video\xa0...'}]",https://www.youtube.com/watch?v=cgDOp_1EuEg,,"82,903",82K,Lorex Technology Inc,UCBRQneNUSdU_bnRXuARdMFA,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwnjSqKdW_m--3kkdjOz4dGL_zVyvcas6kP-pdEZrtQ=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCBRQneNUSdU_bnRXuARdMFA,"How To Install Security Cameras by Lorex Technology Inc 3 years ago 4 minutes, 25 seconds 82,903 views","4 minutes, 25 seconds"
video,RWJZa-u8OWk,The BEST Wireless Battery Powered Security Camera (Ring vs. Blink vs. Arlo vs. EufyCam vs. Reolink),1 year ago,14:09,"[{'url': 'https://i.ytimg.com/vi/RWJZa-u8OWk/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLALTrBeEQsDtYnBrpCnmFjbODDxfQ', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/RWJZa-u8OWk/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLD4S16aWqYvjoxpK-YkZmKExl4udg', 'width': 720, 'height': 404}]",[{'text': '**As an Amazon Associate I earn a % of qualifying purchases at no cost to you.** Visit my website: http://www.'}],https://www.youtube.com/watch?v=RWJZa-u8OWk,,"677,157",677K,The Hook Up,UC2gyzKcHbYfqoXA5xbyGXtQ,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwniBke5yAK6dKMVNG4U3iuLN0Nx1qbyJrsRDuEEcHg=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UC2gyzKcHbYfqoXA5xbyGXtQ,"The BEST Wireless Battery Powered Security Camera (Ring vs. Blink vs. Arlo vs. EufyCam vs. Reolink) by The Hook Up 1 year ago 14 minutes, 9 seconds 677,157 views","14 minutes, 9 seconds"
video,Wz896ChJJWk,Conico rechargeable security camera set up and review (Sold by UniBuying),1 month ago,12:26,"[{'url': 'https://i.ytimg.com/vi/Wz896ChJJWk/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBfp24VCn3op0Yhb8MCWSeE58QDDw', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/Wz896ChJJWk/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBx0NB2ElPP38GDt-_4Iq-YkIrPUw', 'width': 720, 'height': 404}]",[{'text': 'music music - www.soundcloud.com/mbbofficial.'}],https://www.youtube.com/watch?v=Wz896ChJJWk,,666,666,5150GringoGarage,UCSj4RMhg3H9RRKBFIETz6IQ,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwngc-sfuVfsn8bpOaMylV1TRleRXgpWeD0bMePpmwg=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCSj4RMhg3H9RRKBFIETz6IQ,"Conico rechargeable security camera set up and review (Sold by UniBuying) by 5150GringoGarage 1 month ago 12 minutes, 26 seconds 666 views","12 minutes, 26 seconds"
video,5FA8Z9lCeRk,Mi Home Security Camera 360,2 years ago,8:32,"[{'url': 'https://i.ytimg.com/vi/5FA8Z9lCeRk/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLAP1fVRZ0OK2Vfhr3drifL8lPk2SA', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/5FA8Z9lCeRk/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDzTP88AdnnOcNvlZERAOhxkJos7A', 'width': 720, 'height': 404}]","[{'text': ""Here's another ""}, {'text': 'CCTV', 'bold': True}, {'text': ' from Xiaomi! Perfect para mabantayan mga gamit nyo during vacation, ma-check si baby kahit nasa work ka\xa0...'}]",https://www.youtube.com/watch?v=5FA8Z9lCeRk,,"60,461",60K,Sulit Tech Reviews,UCa8g_5cRhATCMNMI7xlLJzQ,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwnhrF0mguRtHwilHNcBkHo5hZaPAEaPcBrUD6qDOx4k=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCa8g_5cRhATCMNMI7xlLJzQ,"Mi Home Security Camera 360 by Sulit Tech Reviews 2 years ago 8 minutes, 32 seconds 60,461 views","8 minutes, 32 seconds"
video,WMG9wKk73E8,Realme Smart Cam 360° Vs Mi Home Security Camera 360° - Best Home Security Camera!,3 months ago,5:56,"[{'url': 'https://i.ytimg.com/vi/WMG9wKk73E8/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBdKbsUhugV-UEJ_7oznArRisHfhw', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/WMG9wKk73E8/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLAY6ucNhQoQIxqqB6NUtYwSEqzE8g', 'width': 720, 'height': 404}]",[{'text': 'Check Mi 360 Price - https://amzn.to/2J6dvyf | Check Realme 360 Price - http://fkrt.it/7CgpzhNNNN Subscribe For Latest Videos\xa0...'}],https://www.youtube.com/watch?v=WMG9wKk73E8,,"49,212",49K,PhoneRadar,UCFzyeVLrv5xzn2iTjnjaNTw,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwng3cvwkAP-QrOKbnInx-n-LRdoTpfqCdQjnzhnA5A=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCFzyeVLrv5xzn2iTjnjaNTw,"Realme Smart Cam 360° Vs Mi Home Security Camera 360° - Best Home Security Camera! by PhoneRadar 3 months ago 5 minutes, 56 seconds 49,212 views","5 minutes, 56 seconds"
video,QbT9Yf9RL3M,Home Security Cameras Are Subject Of New FBI Warning | TODAY,3 months ago,4:05,"[{'url': 'https://i.ytimg.com/vi/QbT9Yf9RL3M/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCDGClg6O3xqmyPLtGHd4QdLtj1zg', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/QbT9Yf9RL3M/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLC5OSDHazQZJgAFgWjLU1B5rkNrew', 'width': 720, 'height': 404}]","[{'text': 'Popular home '}, {'text': 'security cameras', 'bold': True}, {'text': ' like Nest and Ring are the subject of a new FBI warning: They are the latest target for hackers,\xa0...'}]",https://www.youtube.com/watch?v=QbT9Yf9RL3M,,"47,689",47K,TODAY,UChDKyKQ59fYz3JO2fl0Z6sg,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwniAd6FScJ6g3ZbTB-Tp9_YezO3il5x3Dd3j7fc0xLM=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UChDKyKQ59fYz3JO2fl0Z6sg,"Home Security Cameras Are Subject Of New FBI Warning | TODAY by TODAY 3 months ago 4 minutes, 5 seconds 47,689 views","4 minutes, 5 seconds"
video,mTnX3ixd13Q,Hackers tap into home security cameras and livestream to hundreds | ABC News,1 year ago,2:47,"[{'url': 'https://i.ytimg.com/vi/mTnX3ixd13Q/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLCJP5-p1T20IPiOOd4_raRaz61R0w', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/mTnX3ixd13Q/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBF5CVkjwVAFrxu0fadwxcm3qvyCA', 'width': 720, 'height': 404}]","[{'text': 'The Ring, a company popular for making home '}, {'text': 'security cameras', 'bold': True}, {'text': ', advises residents to use strong passwords, change passwords\xa0...'}]",https://www.youtube.com/watch?v=mTnX3ixd13Q,,"453,355",453K,ABC News,UCBi2mrWuNuyYy4gbM6fU18Q,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwnitMRRl62OvAwsVt2S6yCpqizy9D0vZn8f_-zYo4DA=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCBi2mrWuNuyYy4gbM6fU18Q,"Hackers tap into home security cameras and livestream to hundreds | ABC News by ABC News 1 year ago 2 minutes, 47 seconds 453,355 views","2 minutes, 47 seconds"
video,18ix8zIjIik,Unboxing the LWB4801 Wire Free Security Camera from Lorex,2 years ago,3:35,"[{'url': 'https://i.ytimg.com/vi/18ix8zIjIik/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBqGAfNHmdC0Gzvz9-X0CQzr6UESg', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/18ix8zIjIik/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLBPJkzdG-wVd-15knCP8nBmdDHdMA', 'width': 720, 'height': 404}]","[{'text': 'Unboxing the LWB4801 Wire-Free '}, {'text': 'Security Camera', 'bold': True}, {'text': ' from Lorex. This battery-operated '}, {'text': 'security camera', 'bold': True}, {'text': ' is a fully-featured IP66\xa0...'}]",https://www.youtube.com/watch?v=18ix8zIjIik,,"42,593",42K,Lorex Technology Inc,UCBRQneNUSdU_bnRXuARdMFA,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwnjSqKdW_m--3kkdjOz4dGL_zVyvcas6kP-pdEZrtQ=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCBRQneNUSdU_bnRXuARdMFA,"Unboxing the LWB4801 Wire Free Security Camera from Lorex by Lorex Technology Inc 2 years ago 3 minutes, 35 seconds 42,593 views","3 minutes, 35 seconds"
video,J6kR5JxiKnY,How to Setup a Security Camera System,8 years ago,4:27,"[{'url': 'https://i.ytimg.com/vi/J6kR5JxiKnY/hq720.jpg?sqp=-oaymwEjCOgCEMoBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLBNgLN1dQqJl5wD4J39hNob_gnulg', 'width': 360, 'height': 202}, {'url': 'https://i.ytimg.com/vi/J6kR5JxiKnY/hq720.jpg?sqp=-oaymwEXCNAFEJQDSFryq4qpAwkIARUAAIhCGAE=&rs=AOn4CLDCddjLpKBH-umNehcHZ5hGKLgEYQ', 'width': 720, 'height': 404}]","[{'text': 'This video shows from start to finish how to set up a '}, {'text': 'security camera', 'bold': True}, {'text': ' system. Our expert at 123-cctv.com breaks it down in to a step\xa0...'}]",https://www.youtube.com/watch?v=J6kR5JxiKnY,,"97,002",97K,123 cctv,UCio9_wRxvBgdmr93ZXQvZuQ,"[{'url': 'https://yt3.ggpht.com/ytc/AAUvwngaAxVb-X9zu1X1mvayR4c4u2JGW0LBVYQ6NOLV=s68-c-k-c0x00ffffff-no-rj', 'width': 68, 'height': 68}]",https://www.youtube.com/channel/UCio9_wRxvBgdmr93ZXQvZuQ,"How to Setup a Security Camera System by 123 cctv 8 years ago 4 minutes, 27 seconds 97,002 views","4 minutes, 27 seconds"
